service_id,date,exception_type
T0+0i000,20220218,2
T0+0i000,20220224,2
T0+0i000,20220225,2
T0+0i000,20220303,2
T0+0i000,20220304,2
T0+0i000,20220310,2
T0+0i000,20220311,2
T0+0i000,20220317,2
T0+0i000,20220318,2
T0+0i000,20220324,2
T0+0i000,20220325,2
T0+0i000,20220331,2
T0+0i000,20220401,2
T0+0i000,20220407,2
T0+0i000,20220408,2
T0+0i000,20220414,2
T0+0i000,20220415,2
T0+0i000,20220421,2
T0+0i000,20220422,2
T0+0i000,20220428,2
T0+0i000,20220429,2
T0+0i000,20220505,2
T0+0i000,20220506,2
T0+0i000,20220512,2
T0+0i000,20220513,2
T0+0i000,20220519,2
T0+0i000,20220520,2
T0+0i000,20220526,2
T0+0i000,20220527,2
T0+0i000,20220602,2
T0+0i000,20220603,2
T0+0i000,20220609,2
T0+0i000,20220610,2
T0+0i000,20220616,2
T0+0i000,20220617,2
T0+0i000,20220623,2
T0+0i000,20220624,2
T0+0i000,20220630,2
T0+0i000,20220701,2
T0+0i000,20220707,2
T0+0i000,20220708,2
T0+0i000,20220714,2
T0+0i000,20220715,2
T0+0i000,20220721,2
T0+0i000,20220722,2
T0+0i000,20220728,2
T0+0i000,20220729,2
T0+0i000,20220804,2
T0+0i000,20220805,2
T0+0i000,20220811,2
T0+0i000,20220812,2
T0+0i000,20220818,2
T0+0i000,20220819,2
T0+0i000,20220825,2
T0+0i000,20220826,2
T0+0i000,20220901,2
T0+0i000,20220902,2
T0+0i000,20220909,2
T0+0i000,20220915,2
T0+0i000,20220916,2
T0+0i000,20220922,2
T0+0i000,20220923,2
T0+0i000,20220929,2
T0+0i000,20220930,2
T0+0i000,20221007,2
T0+0i000,20221013,2
T0+0i000,20221014,2
T0+0i000,20221020,2
T0+0i000,20221021,2
T0+0i000,20221028,2
T0+0i000,20221103,2
T0+0i000,20221104,2
T0+0i000,20221110,2
T0+0i000,20221111,2
T0+0i000,20221117,2
T0+0i000,20221118,2
T0+0i000,20221124,2
T0+0i000,20221125,2
T0+0i000,20221201,2
T0+0i000,20221202,2
T0+0i000,20221208,2
T0+0i000,20221209,2
T0+0S,20211213,2
T0+0S,20211214,2
T0+0S,20211215,2
T0+0S,20211216,2
T0+0S,20211220,2
T0+0S,20211221,2
T0+0S,20211222,2
T0+0S,20211223,2
T0+0S,20211227,2
T0+0S,20211228,2
T0+0S,20211229,2
T0+0S,20211230,2
T0+0S,20220103,2
T0+0S,20220104,2
T0+0S,20220105,2
T0+0S,20220106,2
T0+0S,20220110,2
T0+0S,20220111,2
T0+0S,20220112,2
T0+0S,20220113,2
T0+0S,20220117,2
T0+0S,20220118,2
T0+0S,20220119,2
T0+0S,20220120,2
T0+0S,20220124,2
T0+0S,20220125,2
T0+0S,20220126,2
T0+0S,20220127,2
T0+0S,20220131,2
T0+0S,20220201,2
T0+0S,20220202,2
T0+0S,20220203,2
T0+0S,20220207,2
T0+0S,20220208,2
T0+0S,20220209,2
T0+0S,20220210,2
T0+0S,20220214,2
T0+0S,20220215,2
T0+0S,20220216,2
T0+0S,20220217,2
T0+0S,20220221,2
T0+0S,20220222,2
T0+0S,20220223,2
T0+0S,20220224,2
T0+0S,20220228,2
T0+0S,20220301,2
T0+0S,20220302,2
T0+0S,20220303,2
T0+0S,20220307,2
T0+0S,20220308,2
T0+0S,20220309,2
T0+0S,20220310,2
T0+0S,20220314,2
T0+0S,20220315,2
T0+0S,20220316,2
T0+0S,20220317,2
T0+0S,20220411,2
T0+0S,20220412,2
T0+0S,20220413,2
T0+0S,20220414,2
T0+0S,20220418,2
T0+0S,20220419,2
T0+0S,20220420,2
T0+0S,20220421,2
T0+0S,20220425,2
T0+0S,20220426,2
T0+0S,20220427,2
T0+0S,20220428,2
T0+0S,20220502,2
T0+0S,20220503,2
T0+0S,20220504,2
T0+0S,20220505,2
T0+0S,20220509,2
T0+0S,20220510,2
T0+0S,20220511,2
T0+0S,20220512,2
T0+0S,20220516,2
T0+0S,20220517,2
T0+0S,20220518,2
T0+0S,20220519,2
T0+0S,20220523,2
T0+0S,20220524,2
T0+0S,20220525,2
T0+0S,20220526,2
T0+0S,20220530,2
T0+0S,20220531,2
T0+0S,20220601,2
T0+0S,20220602,2
T0+0S,20220606,2
T0+0S,20220607,2
T0+0S,20220608,2
T0+0S,20220609,2
T0+0S,20220613,2
T0+0S,20220614,2
T0+0S,20220615,2
T0+0S,20220616,2
T0+0S,20220620,2
T0+0S,20220621,2
T0+0S,20220622,2
T0+0S,20220623,2
T0+0S,20220627,2
T0+0S,20220628,2
T0+0S,20220629,2
T0+0S,20220630,2
T0+0S,20220704,2
T0+0S,20220705,2
T0+0S,20220706,2
T0+0S,20220707,2
T0+0S,20220711,2
T0+0S,20220712,2
T0+0S,20220713,2
T0+0S,20220714,2
T0+0S,20220718,2
T0+0S,20220719,2
T0+0S,20220720,2
T0+0S,20220721,2
T0+0S,20220725,2
T0+0S,20220726,2
T0+0S,20220727,2
T0+0S,20220728,2
T0+0S,20220801,2
T0+0S,20220802,2
T0+0S,20220803,2
T0+0S,20220804,2
T0+0S,20220808,2
T0+0S,20220809,2
T0+0S,20220810,2
T0+0S,20220811,2
T0+0S,20220815,2
T0+0S,20220816,2
T0+0S,20220817,2
T0+0S,20220818,2
T0+0S,20220822,2
T0+0S,20220823,2
T0+0S,20220824,2
T0+0S,20220825,2
T0+0S,20220829,2
T0+0S,20220830,2
T0+0S,20220831,2
T0+0S,20220901,2
T0+0S,20220905,2
T0+0S,20220906,2
T0+0S,20220907,2
T0+0S,20220908,2
T0+0S,20220912,2
T0+0S,20220913,2
T0+0S,20220914,2
T0+0S,20220915,2
T0+0S,20220919,2
T0+0S,20220920,2
T0+0S,20220921,2
T0+0S,20220922,2
T0+0S,20220926,2
T0+0S,20220927,2
T0+0S,20220928,2
T0+0S,20220929,2
T0+0S,20221003,2
T0+0S,20221004,2
T0+0S,20221005,2
T0+0S,20221006,2
T0+0S,20221010,2
T0+0S,20221011,2
T0+0S,20221012,2
T0+0S,20221013,2
T0+0S,20221017,2
T0+0S,20221018,2
T0+0S,20221019,2
T0+0S,20221020,2
T0+0S,20221024,2
T0+0S,20221025,2
T0+0S,20221026,2
T0+0S,20221027,2
T0+0S,20221031,2
T0+0S,20221101,2
T0+0S,20221102,2
T0+0S,20221103,2
T0+0S,20221107,2
T0+0S,20221108,2
T0+0S,20221109,2
T0+0S,20221110,2
T0+0S,20221114,2
T0+0S,20221115,2
T0+0S,20221116,2
T0+0S,20221117,2
T0+0S,20221121,2
T0+0S,20221122,2
T0+0S,20221123,2
T0+0S,20221124,2
T0+0S,20221128,2
T0+0S,20221129,2
T0+0S,20221130,2
T0+0S,20221201,2
T0+0S,20221205,2
T0+0S,20221206,2
T0+0S,20221207,2
T0+0S,20221208,2
T0+10000,20211217,2
T0+10000,20211224,2
T0+10000,20211231,2
T0+10000,20220107,2
T0+10000,20220114,2
T0+10000,20220121,2
T0+10000,20220128,2
T0+10000,20220204,2
T0+10000,20220211,2
T0+10000,20220218,2
T0+10000,20220225,2
T0+10000,20220304,2
T0+10000,20220311,2
T0+10000,20220318,2
T0+10000,20220325,2
T0+10000,20220401,2
T0+10000,20220408,2
T0+10000,20220415,2
T0+10000,20220422,2
T0+10000,20220429,2
T0+10000,20220506,2
T0+10000,20220513,2
T0+10000,20220520,2
T0+10000,20220527,2
T0+10000,20220603,2
T0+10000,20220610,2
T0+10000,20220617,2
T0+10000,20220624,2
T0+10000,20220701,2
T0+10000,20220708,2
T0+10000,20220715,2
T0+10000,20220722,2
T0+10000,20220729,2
T0+10000,20220805,2
T0+10000,20220812,2
T0+10000,20220819,2
T0+10000,20220826,2
T0+10000,20220902,2
T0+10000,20220909,2
T0+10000,20221104,2
T0+1a000,20211224,2
T0+1a000,20211231,2
T0+1a000,20220106,2
T0+1a000,20220415,2
T0+1a000,20220418,2
T0+1a000,20220526,2
T0+1a000,20220606,2
T0+1a000,20220616,2
T0+1a000,20220620,2
T0+1a000,20220621,2
T0+1a000,20220622,2
T0+1a000,20220623,2
T0+1a000,20220624,2
T0+1a000,20220627,2
T0+1a000,20220628,2
T0+1a000,20220629,2
T0+1a000,20220630,2
T0+1a000,20220701,2
T0+1a000,20220704,2
T0+1a000,20220705,2
T0+1a000,20220706,2
T0+1a000,20220707,2
T0+1a000,20220708,2
T0+1a000,20220711,2
T0+1a000,20220712,2
T0+1a000,20220713,2
T0+1a000,20220714,2
T0+1a000,20220715,2
T0+1a000,20220718,2
T0+1a000,20220719,2
T0+1a000,20220720,2
T0+1a000,20220721,2
T0+1a000,20220722,2
T0+1a000,20220725,2
T0+1a000,20220726,2
T0+1a000,20220727,2
T0+1a000,20220728,2
T0+1a000,20220729,2
T0+1a000,20220801,2
T0+1a000,20220802,2
T0+1a000,20220803,2
T0+1a000,20220804,2
T0+1a000,20220805,2
T0+1a000,20220808,2
T0+1a000,20220809,2
T0+1a000,20220810,2
T0+1a000,20220811,2
T0+1a000,20220812,2
T0+1a000,20220815,2
T0+1a000,20220816,2
T0+1a000,20220817,2
T0+1a000,20220818,2
T0+1a000,20220819,2
T0+1a000,20220822,2
T0+1a000,20220823,2
T0+1a000,20220824,2
T0+1a000,20220825,2
T0+1a000,20220826,2
T0+1a000,20220912,2
T0+1a000,20220913,2
T0+1a000,20220914,2
T0+1a000,20220915,2
T0+1a000,20220916,2
T0+1a000,20220919,2
T0+1a000,20220920,2
T0+1a000,20220921,2
T0+1a000,20220922,2
T0+1a000,20220923,2
T0+1a000,20220926,2
T0+1a000,20220927,2
T0+1a000,20220928,2
T0+1a000,20220929,2
T0+1a000,20220930,2
T0+1a000,20221003,2
T0+1a000,20221004,2
T0+1a000,20221005,2
T0+1a000,20221006,2
T0+1a000,20221007,2
T0+1a000,20221010,2
T0+1a000,20221011,2
T0+1a000,20221012,2
T0+1a000,20221013,2
T0+1a000,20221014,2
T0+1a000,20221017,2
T0+1a000,20221018,2
T0+1a000,20221019,2
T0+1a000,20221020,2
T0+1a000,20221021,2
T0+1a000,20221024,2
T0+1a000,20221025,2
T0+1a000,20221026,2
T0+1a000,20221027,2
T0+1a000,20221028,2
T0+1a000,20221101,2
T0+1a000,20221107,2
T0+1a000,20221108,2
T0+1a000,20221109,2
T0+1a000,20221110,2
T0+1a000,20221111,2
T0+1a000,20221114,2
T0+1a000,20221115,2
T0+1a000,20221116,2
T0+1a000,20221117,2
T0+1a000,20221118,2
T0+1a000,20221121,2
T0+1a000,20221122,2
T0+1a000,20221123,2
T0+1a000,20221124,2
T0+1a000,20221125,2
T0+1a000,20221128,2
T0+1a000,20221129,2
T0+1a000,20221130,2
T0+1a000,20221201,2
T0+1a000,20221202,2
T0+1a000,20221205,2
T0+1a000,20221206,2
T0+1a000,20221207,2
T0+1a000,20221208,2
T0+1a000,20221209,2
T0+1B,20211224,2
T0+1B,20211231,2
T0+1B,20220106,2
T0+1B,20220321,2
T0+1B,20220322,2
T0+1B,20220323,2
T0+1B,20220324,2
T0+1B,20220325,2
T0+1B,20220328,2
T0+1B,20220329,2
T0+1B,20220330,2
T0+1B,20220331,2
T0+1B,20220401,2
T0+1B,20220404,2
T0+1B,20220405,2
T0+1B,20220406,2
T0+1B,20220407,2
T0+1B,20220408,2
T0+1B,20220415,2
T0+1B,20220418,2
T0+1B,20220526,2
T0+1B,20220606,2
T0+1B,20220616,2
T0+1B,20221003,2
T0+1B,20221101,2
T0+1D,20211223,2
T0+1D,20211224,2
T0+1D,20211227,2
T0+1D,20211228,2
T0+1D,20211229,2
T0+1D,20211230,2
T0+1D,20211231,2
T0+1D,20220103,2
T0+1D,20220104,2
T0+1D,20220105,2
T0+1D,20220106,2
T0+1D,20220107,2
T0+1D,20220225,2
T0+1D,20220228,2
T0+1D,20220301,2
T0+1D,20220302,2
T0+1D,20220303,2
T0+1D,20220304,2
T0+1D,20220321,2
T0+1D,20220322,2
T0+1D,20220323,2
T0+1D,20220324,2
T0+1D,20220325,2
T0+1D,20220328,2
T0+1D,20220329,2
T0+1D,20220330,2
T0+1D,20220331,2
T0+1D,20220401,2
T0+1D,20220404,2
T0+1D,20220405,2
T0+1D,20220406,2
T0+1D,20220407,2
T0+1D,20220408,2
T0+1D,20220414,2
T0+1D,20220415,2
T0+1D,20220418,2
T0+1D,20220419,2
T0+1D,20220420,2
T0+1D,20220421,2
T0+1D,20220422,2
T0+1D,20220526,2
T0+1D,20220527,2
T0+1D,20220606,2
T0+1D,20220607,2
T0+1D,20220608,2
T0+1D,20220609,2
T0+1D,20220610,2
T0+1D,20220613,2
T0+1D,20220614,2
T0+1D,20220615,2
T0+1D,20220616,2
T0+1D,20220617,2
T0+1D,20220728,2
T0+1D,20220729,2
T0+1D,20220801,2
T0+1D,20220802,2
T0+1D,20220803,2
T0+1D,20220804,2
T0+1D,20220805,2
T0+1D,20220808,2
T0+1D,20220809,2
T0+1D,20220810,2
T0+1D,20220811,2
T0+1D,20220812,2
T0+1D,20220815,2
T0+1D,20220816,2
T0+1D,20220817,2
T0+1D,20220818,2
T0+1D,20220819,2
T0+1D,20220822,2
T0+1D,20220823,2
T0+1D,20220824,2
T0+1D,20220825,2
T0+1D,20220826,2
T0+1D,20220829,2
T0+1D,20220830,2
T0+1D,20220831,2
T0+1D,20220901,2
T0+1D,20220902,2
T0+1D,20220905,2
T0+1D,20220906,2
T0+1D,20220907,2
T0+1D,20220908,2
T0+1D,20220909,2
T0+1D,20221003,2
T0+1D,20221031,2
T0+1D,20221101,2
T0+1D,20221102,2
T0+1D,20221103,2
T0+1D,20221104,2
T0+1e000,20211231,2
T0+1e000,20220106,2
T0+1e000,20220415,2
T0+1e000,20220418,2
T0+1e000,20220526,2
T0+1e000,20220606,2
T0+1e000,20220616,2
T0+1e000,20220920,2
T0+1e000,20220921,2
T0+1e000,20220922,2
T0+1e000,20220923,2
T0+1e000,20220926,2
T0+1e000,20220927,2
T0+1e000,20220928,2
T0+1e000,20220929,2
T0+1e000,20220930,2
T0+1e000,20221003,2
T0+1e000,20221004,2
T0+1e000,20221005,2
T0+1e000,20221006,2
T0+1e000,20221007,2
T0+1e000,20221010,2
T0+1e000,20221011,2
T0+1e000,20221012,2
T0+1e000,20221013,2
T0+1e000,20221014,2
T0+1e000,20221101,2
T0+1I,20211213,2
T0+1I,20211214,2
T0+1I,20211215,2
T0+1I,20211216,2
T0+1I,20211217,2
T0+1I,20211220,2
T0+1I,20211221,2
T0+1I,20211222,2
T0+1I,20211223,2
T0+1I,20211224,2
T0+1I,20211227,2
T0+1I,20211228,2
T0+1I,20211229,2
T0+1I,20211230,2
T0+1I,20211231,2
T0+1I,20220103,2
T0+1I,20220104,2
T0+1I,20220105,2
T0+1I,20220106,2
T0+1I,20220107,2
T0+1I,20220110,2
T0+1I,20220111,2
T0+1I,20220112,2
T0+1I,20220113,2
T0+1I,20220114,2
T0+1I,20220117,2
T0+1I,20220118,2
T0+1I,20220119,2
T0+1I,20220120,2
T0+1I,20220121,2
T0+1I,20220124,2
T0+1I,20220125,2
T0+1I,20220126,2
T0+1I,20220127,2
T0+1I,20220128,2
T0+1I,20220131,2
T0+1I,20220201,2
T0+1I,20220202,2
T0+1I,20220203,2
T0+1I,20220204,2
T0+1I,20220207,2
T0+1I,20220208,2
T0+1I,20220209,2
T0+1I,20220210,2
T0+1I,20220211,2
T0+1I,20220214,2
T0+1I,20220215,2
T0+1I,20220216,2
T0+1I,20220217,2
T0+1I,20220218,2
T0+1I,20220221,2
T0+1I,20220222,2
T0+1I,20220223,2
T0+1I,20220224,2
T0+1I,20220225,2
T0+1I,20220228,2
T0+1I,20220301,2
T0+1I,20220302,2
T0+1I,20220303,2
T0+1I,20220304,2
T0+1I,20220307,2
T0+1I,20220308,2
T0+1I,20220309,2
T0+1I,20220310,2
T0+1I,20220311,2
T0+1I,20220314,2
T0+1I,20220315,2
T0+1I,20220316,2
T0+1I,20220317,2
T0+1I,20220318,2
T0+1I,20220411,2
T0+1I,20220412,2
T0+1I,20220413,2
T0+1I,20220414,2
T0+1I,20220415,2
T0+1I,20220418,2
T0+1I,20220419,2
T0+1I,20220420,2
T0+1I,20220421,2
T0+1I,20220422,2
T0+1I,20220425,2
T0+1I,20220426,2
T0+1I,20220427,2
T0+1I,20220428,2
T0+1I,20220429,2
T0+1I,20220502,2
T0+1I,20220503,2
T0+1I,20220504,2
T0+1I,20220505,2
T0+1I,20220506,2
T0+1I,20220509,2
T0+1I,20220510,2
T0+1I,20220511,2
T0+1I,20220512,2
T0+1I,20220513,2
T0+1I,20220516,2
T0+1I,20220517,2
T0+1I,20220518,2
T0+1I,20220519,2
T0+1I,20220520,2
T0+1I,20220523,2
T0+1I,20220524,2
T0+1I,20220525,2
T0+1I,20220526,2
T0+1I,20220527,2
T0+1I,20220530,2
T0+1I,20220531,2
T0+1I,20220601,2
T0+1I,20220602,2
T0+1I,20220603,2
T0+1I,20220606,2
T0+1I,20220607,2
T0+1I,20220608,2
T0+1I,20220609,2
T0+1I,20220610,2
T0+1I,20220613,2
T0+1I,20220614,2
T0+1I,20220615,2
T0+1I,20220616,2
T0+1I,20220617,2
T0+1I,20220620,2
T0+1I,20220621,2
T0+1I,20220622,2
T0+1I,20220623,2
T0+1I,20220624,2
T0+1I,20220627,2
T0+1I,20220628,2
T0+1I,20220629,2
T0+1I,20220630,2
T0+1I,20220701,2
T0+1I,20220704,2
T0+1I,20220705,2
T0+1I,20220706,2
T0+1I,20220707,2
T0+1I,20220708,2
T0+1I,20220711,2
T0+1I,20220712,2
T0+1I,20220713,2
T0+1I,20220714,2
T0+1I,20220715,2
T0+1I,20220718,2
T0+1I,20220719,2
T0+1I,20220720,2
T0+1I,20220721,2
T0+1I,20220722,2
T0+1I,20220725,2
T0+1I,20220726,2
T0+1I,20220727,2
T0+1I,20220728,2
T0+1I,20220729,2
T0+1I,20220801,2
T0+1I,20220802,2
T0+1I,20220803,2
T0+1I,20220804,2
T0+1I,20220805,2
T0+1I,20220808,2
T0+1I,20220809,2
T0+1I,20220810,2
T0+1I,20220811,2
T0+1I,20220812,2
T0+1I,20220815,2
T0+1I,20220816,2
T0+1I,20220817,2
T0+1I,20220818,2
T0+1I,20220819,2
T0+1I,20220822,2
T0+1I,20220823,2
T0+1I,20220824,2
T0+1I,20220825,2
T0+1I,20220826,2
T0+1I,20220829,2
T0+1I,20220830,2
T0+1I,20220831,2
T0+1I,20220901,2
T0+1I,20220902,2
T0+1I,20220905,2
T0+1I,20220906,2
T0+1I,20220907,2
T0+1I,20220908,2
T0+1I,20220909,2
T0+1I,20220912,2
T0+1I,20220913,2
T0+1I,20220914,2
T0+1I,20220915,2
T0+1I,20220916,2
T0+1I,20220919,2
T0+1I,20220920,2
T0+1I,20220921,2
T0+1I,20220922,2
T0+1I,20220923,2
T0+1I,20220926,2
T0+1I,20220927,2
T0+1I,20220928,2
T0+1I,20220929,2
T0+1I,20220930,2
T0+1I,20221003,2
T0+1I,20221004,2
T0+1I,20221005,2
T0+1I,20221006,2
T0+1I,20221007,2
T0+1I,20221010,2
T0+1I,20221011,2
T0+1I,20221012,2
T0+1I,20221013,2
T0+1I,20221014,2
T0+1I,20221017,2
T0+1I,20221018,2
T0+1I,20221019,2
T0+1I,20221020,2
T0+1I,20221021,2
T0+1I,20221024,2
T0+1I,20221025,2
T0+1I,20221026,2
T0+1I,20221027,2
T0+1I,20221028,2
T0+1I,20221031,2
T0+1I,20221101,2
T0+1I,20221102,2
T0+1I,20221103,2
T0+1I,20221104,2
T0+1I,20221107,2
T0+1I,20221108,2
T0+1I,20221109,2
T0+1I,20221110,2
T0+1I,20221111,2
T0+1I,20221114,2
T0+1I,20221115,2
T0+1I,20221116,2
T0+1I,20221117,2
T0+1I,20221118,2
T0+1I,20221121,2
T0+1I,20221122,2
T0+1I,20221123,2
T0+1I,20221124,2
T0+1I,20221125,2
T0+1I,20221128,2
T0+1I,20221129,2
T0+1I,20221130,2
T0+1I,20221201,2
T0+1I,20221202,2
T0+1I,20221205,2
T0+1I,20221206,2
T0+1I,20221207,2
T0+1I,20221208,2
T0+1I,20221209,2
T0+20000,20211224,2
T0+20000,20211231,2
T0+20000,20220106,2
T0+20000,20220411,2
T0+20000,20220412,2
T0+20000,20220413,2
T0+20000,20220415,2
T0+20000,20220418,2
T0+20000,20220425,2
T0+20000,20220426,2
T0+20000,20220427,2
T0+20000,20220428,2
T0+20000,20220429,2
T0+20000,20220502,2
T0+20000,20220503,2
T0+20000,20220504,2
T0+20000,20220505,2
T0+20000,20220506,2
T0+20000,20220509,2
T0+20000,20220510,2
T0+20000,20220511,2
T0+20000,20220512,2
T0+20000,20220513,2
T0+20000,20220516,2
T0+20000,20220517,2
T0+20000,20220518,2
T0+20000,20220519,2
T0+20000,20220520,2
T0+20000,20220523,2
T0+20000,20220524,2
T0+20000,20220525,2
T0+20000,20220526,2
T0+20000,20220530,2
T0+20000,20220531,2
T0+20000,20220601,2
T0+20000,20220602,2
T0+20000,20220603,2
T0+20000,20220606,2
T0+20000,20220616,2
T0+20000,20220620,2
T0+20000,20220621,2
T0+20000,20220622,2
T0+20000,20220623,2
T0+20000,20220624,2
T0+20000,20220627,2
T0+20000,20220628,2
T0+20000,20220629,2
T0+20000,20220630,2
T0+20000,20220701,2
T0+20000,20220704,2
T0+20000,20220705,2
T0+20000,20220706,2
T0+20000,20220707,2
T0+20000,20220708,2
T0+20000,20220711,2
T0+20000,20220712,2
T0+20000,20220713,2
T0+20000,20220714,2
T0+20000,20220715,2
T0+20000,20220718,2
T0+20000,20220719,2
T0+20000,20220720,2
T0+20000,20220721,2
T0+20000,20220722,2
T0+20000,20220725,2
T0+20000,20220726,2
T0+20000,20220727,2
T0+20000,20221003,2
T0+20000,20221101,2
T0+26000,20211213,2
T0+26000,20211214,2
T0+26000,20211215,2
T0+26000,20211216,2
T0+26000,20211217,2
T0+26000,20211220,2
T0+26000,20211221,2
T0+26000,20211222,2
T0+26000,20211223,2
T0+26000,20211224,2
T0+26000,20211227,2
T0+26000,20211228,2
T0+26000,20211229,2
T0+26000,20211230,2
T0+26000,20211231,2
T0+26000,20220103,2
T0+26000,20220104,2
T0+26000,20220105,2
T0+26000,20220106,2
T0+26000,20220107,2
T0+26000,20220110,2
T0+26000,20220111,2
T0+26000,20220112,2
T0+26000,20220113,2
T0+26000,20220114,2
T0+26000,20220117,2
T0+26000,20220118,2
T0+26000,20220119,2
T0+26000,20220120,2
T0+26000,20220121,2
T0+26000,20220124,2
T0+26000,20220125,2
T0+26000,20220126,2
T0+26000,20220127,2
T0+26000,20220128,2
T0+26000,20220131,2
T0+26000,20220201,2
T0+26000,20220202,2
T0+26000,20220203,2
T0+26000,20220204,2
T0+26000,20220207,2
T0+26000,20220208,2
T0+26000,20220209,2
T0+26000,20220210,2
T0+26000,20220211,2
T0+26000,20220214,2
T0+26000,20220215,2
T0+26000,20220216,2
T0+26000,20220217,2
T0+26000,20220218,2
T0+26000,20220221,2
T0+26000,20220222,2
T0+26000,20220223,2
T0+26000,20220224,2
T0+26000,20220225,2
T0+26000,20220228,2
T0+26000,20220301,2
T0+26000,20220302,2
T0+26000,20220303,2
T0+26000,20220304,2
T0+26000,20220307,2
T0+26000,20220308,2
T0+26000,20220309,2
T0+26000,20220310,2
T0+26000,20220311,2
T0+26000,20220314,2
T0+26000,20220315,2
T0+26000,20220316,2
T0+26000,20220317,2
T0+26000,20220318,2
T0+26000,20220321,2
T0+26000,20220322,2
T0+26000,20220323,2
T0+26000,20220324,2
T0+26000,20220325,2
T0+26000,20220328,2
T0+26000,20220329,2
T0+26000,20220330,2
T0+26000,20220331,2
T0+26000,20220401,2
T0+26000,20220404,2
T0+26000,20220405,2
T0+26000,20220406,2
T0+26000,20220407,2
T0+26000,20220408,2
T0+26000,20220411,2
T0+26000,20220412,2
T0+26000,20220413,2
T0+26000,20220414,2
T0+26000,20220415,2
T0+26000,20220418,2
T0+26000,20220419,2
T0+26000,20220420,2
T0+26000,20220421,2
T0+26000,20220422,2
T0+26000,20220425,2
T0+26000,20220426,2
T0+26000,20220427,2
T0+26000,20220428,2
T0+26000,20220429,2
T0+26000,20220502,2
T0+26000,20220503,2
T0+26000,20220504,2
T0+26000,20220505,2
T0+26000,20220506,2
T0+26000,20220526,2
T0+26000,20220606,2
T0+26000,20220607,2
T0+26000,20220608,2
T0+26000,20220609,2
T0+26000,20220610,2
T0+26000,20220613,2
T0+26000,20220614,2
T0+26000,20220615,2
T0+26000,20220616,2
T0+26000,20220617,2
T0+26000,20220620,2
T0+26000,20220621,2
T0+26000,20220622,2
T0+26000,20220623,2
T0+26000,20220624,2
T0+26000,20220627,2
T0+26000,20220628,2
T0+26000,20220629,2
T0+26000,20220630,2
T0+26000,20220701,2
T0+26000,20220704,2
T0+26000,20220705,2
T0+26000,20220706,2
T0+26000,20220707,2
T0+26000,20220708,2
T0+26000,20220711,2
T0+26000,20220712,2
T0+26000,20220713,2
T0+26000,20220714,2
T0+26000,20220715,2
T0+26000,20220718,2
T0+26000,20220719,2
T0+26000,20220720,2
T0+26000,20220721,2
T0+26000,20220722,2
T0+26000,20220725,2
T0+26000,20220726,2
T0+26000,20220727,2
T0+26000,20220728,2
T0+26000,20220729,2
T0+26000,20220801,2
T0+26000,20220802,2
T0+26000,20220803,2
T0+26000,20220804,2
T0+26000,20220805,2
T0+26000,20220808,2
T0+26000,20220809,2
T0+26000,20220810,2
T0+26000,20220811,2
T0+26000,20220812,2
T0+26000,20220815,2
T0+26000,20220816,2
T0+26000,20220817,2
T0+26000,20220818,2
T0+26000,20220819,2
T0+26000,20220822,2
T0+26000,20220823,2
T0+26000,20220824,2
T0+26000,20220825,2
T0+26000,20220826,2
T0+26000,20220829,2
T0+26000,20220830,2
T0+26000,20220831,2
T0+26000,20220901,2
T0+26000,20220902,2
T0+26000,20220905,2
T0+26000,20220906,2
T0+26000,20220907,2
T0+26000,20220908,2
T0+26000,20220909,2
T0+26000,20220912,2
T0+26000,20220913,2
T0+26000,20220914,2
T0+26000,20220915,2
T0+26000,20220916,2
T0+26000,20220919,2
T0+26000,20220920,2
T0+26000,20220921,2
T0+26000,20220922,2
T0+26000,20220923,2
T0+26000,20220926,2
T0+26000,20220927,2
T0+26000,20220928,2
T0+26000,20220929,2
T0+26000,20220930,2
T0+26000,20221003,2
T0+26000,20221004,2
T0+26000,20221005,2
T0+26000,20221006,2
T0+26000,20221007,2
T0+26000,20221010,2
T0+26000,20221011,2
T0+26000,20221012,2
T0+26000,20221013,2
T0+26000,20221014,2
T0+26000,20221017,2
T0+26000,20221018,2
T0+26000,20221019,2
T0+26000,20221020,2
T0+26000,20221021,2
T0+26000,20221024,2
T0+26000,20221025,2
T0+26000,20221026,2
T0+26000,20221027,2
T0+26000,20221028,2
T0+26000,20221031,2
T0+26000,20221101,2
T0+26000,20221102,2
T0+26000,20221103,2
T0+26000,20221104,2
T0+26000,20221107,2
T0+26000,20221108,2
T0+26000,20221109,2
T0+26000,20221110,2
T0+26000,20221111,2
T0+26000,20221114,2
T0+26000,20221115,2
T0+26000,20221116,2
T0+26000,20221117,2
T0+26000,20221118,2
T0+26000,20221121,2
T0+26000,20221122,2
T0+26000,20221123,2
T0+26000,20221124,2
T0+26000,20221125,2
T0+26000,20221128,2
T0+26000,20221129,2
T0+26000,20221130,2
T0+26000,20221201,2
T0+26000,20221202,2
T0+26000,20221205,2
T0+26000,20221206,2
T0+26000,20221207,2
T0+26000,20221208,2
T0+26000,20221209,2
T0+28000,20211224,2
T0+28000,20211231,2
T0+28000,20220106,2
T0+28000,20220321,2
T0+28000,20220322,2
T0+28000,20220323,2
T0+28000,20220324,2
T0+28000,20220325,2
T0+28000,20220328,2
T0+28000,20220329,2
T0+28000,20220330,2
T0+28000,20220331,2
